Song Title,Artist,Popularity,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Speechiness,Time_Signature,Danceability,,,,,,,,,,,,,,,,,,,,,,,,
"Railin Oligal - From ""Blue Star""",Govind Vasantha,70,157650,0.534,1.29E-05,1,0.106,-9.397,115.575,0.0565,4,0.402,,,,,,,,,,,,,,,,,,,,,,,,
Tera Ban Jaunga,Akhil Sachdeva,71,236437,0.53,0,11,0.131,-6.346,93.95,0.0246,4,0.605,,,,,,,,,,,,,,,,,,,,,,,,
Ku Ingin Pisah,Nabila Taqiyyah,78,235336,0.361,0,7,0.22,-6.082,79.153,0.0268,4,0.513,,,,,,,,,,,,,,,,,,,,,,,,
Without Me,Halsey,81,201661,0.488,9.20E-06,6,0.0936,-7.05,136.07,0.0705,4,0.752,,,,,,,,,,,,,,,,,,,,,,,,
Jealousy (feat. Leemckrazy & Ceeka RSA),Khalil Harrison,61,390874,0.783,3.96E-05,4,0.0196,-3.687,113.013,0.0522,4,0.867,,,,,,,,,,,,,,,,,,,,,,,,
Lieb mich,AYLIVA,70,185284,0.732,0,7,0.126,-5.451,94.94,0.0555,4,0.614,,,,,,,,,,,,,,,,,,,,,,,,
Would You (go to bed with me?),Campbell,77,120522,0.766,0.779,1,0.0723,-3.942,87.042,0.0375,4,0.602,,,,,,,,,,,,,,,,,,,,,,,,
To the Girl With Red Converse,Jackie Xan,46,143844,0.287,0.0013,2,0.107,-12.663,112.846,0.0809,4,0.662,,,,,,,,,,,,,,,,,,,,,,,,
Joy Of My Life,Chris Stapleton,73,274520,0.485,0.0535,3,0.103,-8.955,149.23,0.0299,4,0.63,,,,,,,,,,,,,,,,,,,,,,,,
Substitution (feat. Julian Perretta),Purple Disco Machine,79,181478,0.89,1.61E-05,0,0.188,-4.866,124.018,0.0507,4,0.69,,,,,,,,,,,,,,,,,,,,,,,,
Por Dentro,Rels B,78,165981,0.728,0,9,0.166,-7.265,106.981,0.346,4,0.854,,,,,,,,,,,,,,,,,,,,,,,,
Rock Your Body,Justin Timberlake,79,267267,0.714,0.000234,4,0.0521,-6.055,100.972,0.141,4,0.892,,,,,,,,,,,,,,,,,,,,,,,,
Stressed Out,Twenty One Pilots,85,202333,0.637,2.29E-05,4,0.0602,-5.677,169.977,0.141,4,0.734,,,,,,,,,,,,,,,,,,,,,,,,
インフェルノ,Mrs. GREEN APPLE,73,211600,0.918,0,4,0.643,-2.095,92.504,0.0616,4,0.533,,,,,,,,,,,,,,,,,,,,,,,,
Un Poco de Amor Francés,Patricio Rey y sus Redonditos de Ricota,67,206200,0.777,0.000409,9,0.358,-7.896,137.72,0.0308,4,0.531,,,,,,,,,,,,,,,,,,,,,,,,
Can't Feel My Face,The Weeknd,83,213520,0.769,0,9,0.105,-5.526,107.949,0.0425,4,0.705,,,,,,,,,,,,,,,,,,,,,,,,
Time of the Season - Mono Version,The Zombies,70,214040,0.562,4.75E-06,11,0.411,-10.727,116.972,0.0368,4,0.542,,,,,,,,,,,,,,,,,,,,,,,,
Otro Atardecer,Bad Bunny,78,244444,0.595,0.00139,2,0.0669,-6.79,108.02,0.0375,4,0.777,,,,,,,,,,,,,,,,,,,,,,,,
Still Rollin,Shubh,76,174730,0.431,0.0018,6,0.113,-11.093,94,0.0914,4,0.881,,,,,,,,,,,,,,,,,,,,,,,,
Hässlich,AYLIVA,71,136360,0.489,0,9,0.0852,-7.722,108.072,0.0858,4,0.914,,,,,,,,,,,,,,,,,,,,,,,,
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,81,207455,0.659,0.00201,4,0.218,-6.766,79.64,0.13,4,0.702,,,,,,,,,,,,,,,,,,,,,,,,
You'll Be Safe Here,Rico Blanco,73,304000,0.538,2.08E-05,11,0.0973,-10.393,74.967,0.0308,4,0.51,,,,,,,,,,,,,,,,,,,,,,,,
Cria De Favela,Anitta,68,177029,0.907,1.35E-06,4,0.181,-3.789,131.002,0.272,4,0.73,,,,,,,,,,,,,,,,,,,,,,,,
Wife,(G)I-DLE,72,121227,0.823,0.00222,11,0.342,-5.002,123.983,0.114,4,0.899,,,,,,,,,,,,,,,,,,,,,,,,
Duas Três,Guilherme & Benuto,75,156942,0.842,0,5,0.689,-3.746,159.918,0.201,4,0.656,,,,,,,,,,,,,,,,,,,,,,,,
Habibty,Hassan Shakosh,56,182182,0.904,0,6,0.0369,-2.69,110.072,0.0747,4,0.96,,,,,,,,,,,,,,,,,,,,,,,,
Oci Zelene,Henny,54,150696,0.879,0,6,0.0307,-3.372,137.999,0.101,4,0.724,,,,,,,,,,,,,,,,,,,,,,,,
Ice Queen,IVE,55,183227,0.65,0,1,0.0939,-5.688,98.027,0.0867,4,0.82,,,,,,,,,,,,,,,,,,,,,,,,
Tú Me Dejaste De Querer,C. Tangana,74,198493,0.723,0.00315,4,0.0998,-4.778,83.97,0.229,4,0.823,,,,,,,,,,,,,,,,,,,,,,,,
紫陽花のような恋 (Hydrangea Love),TOMORROW X TOGETHER,48,232737,0.653,0,2,0.0881,-4.667,169.692,0.0405,4,0.475,,,,,,,,,,,,,,,,,,,,,,,,
Vem de flecha,DJ DIDI,69,179077,0.84,6.50E-05,8,0.0976,1.914,130.176,0.271,4,0.935,,,,,,,,,,,,,,,,,,,,,,,,
"Ven, Te Necesito",Lilly Goodman,67,343747,0.671,0,3,0.105,-7.846,129.915,0.0314,4,0.671,,,,,,,,,,,,,,,,,,,,,,,,
Nobela,Join The Club,67,291507,0.548,0,8,0.173,-5.998,163.434,0.027,4,0.358,,,,,,,,,,,,,,,,,,,,,,,,
Do It,Chloe x Halle,61,176787,0.668,2.33E-06,5,0.112,-7.286,82.966,0.055,4,0.725,,,,,,,,,,,,,,,,,,,,,,,,
Basket Case,Green Day,82,181533,0.943,8.71E-06,3,0.091,-3.205,85.064,0.0602,4,0.442,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLE OF THE NIGHT,MONSTA X,56,166213,0.764,0,0,0.0423,-5.511,92.044,0.0947,4,0.737,,,,,,,,,,,,,,,,,,,,,,,,
Toco Y Me Voy,Bersuit Vergarabat,64,249933,0.676,0,5,0.101,-5.627,89.991,0.0351,4,0.641,,,,,,,,,,,,,,,,,,,,,,,,
Kekasih Bayangan,Cakra Khan,67,283142,0.334,0,0,0.105,-7.183,147.918,0.0271,4,0.446,,,,,,,,,,,,,,,,,,,,,,,,
Back On My BS,BigXthaPlug,81,94426,0.573,0.00817,9,0.372,-8.654,121.961,0.33,4,0.804,,,,,,,,,,,,,,,,,,,,,,,,
Si Una Vez,Selena,73,167000,0.525,0,2,0.0936,-10.368,174.162,0.0629,4,0.658,,,,,,,,,,,,,,,,,,,,,,,,
BABY NUEVA,Bad Bunny,76,240774,0.63,0.000505,10,0.328,-4.816,117.924,0.0616,4,0.866,,,,,,,,,,,,,,,,,,,,,,,,
Love Dose,Yo Yo Honey Singh,69,224444,0.768,0,11,0.614,-4.554,139.998,0.117,4,0.843,,,,,,,,,,,,,,,,,,,,,,,,
La Boda,Aventura,72,289840,0.627,0,9,0.741,-6.84,130.061,0.0483,4,0.768,,,,,,,,,,,,,,,,,,,,,,,,
61 Grad (Deep House RMX),Endzone,68,113000,0.553,5.23E-05,7,0.116,-9.606,127.968,0.061,4,0.895,,,,,,,,,,,,,,,,,,,,,,,,
It Was A Good Day,Ice Cube,81,260000,0.744,0.000106,7,0.292,-5.328,82.356,0.136,4,0.798,,,,,,,,,,,,,,,,,,,,,,,,
Dulo Ng Hangganan,IV Of Spades,67,328303,0.565,0.00256,9,0.127,-8.52,136.041,0.0368,4,0.564,,,,,,,,,,,,,,,,,,,,,,,,
PSYCHO FUNK,ICHIRO,66,120938,0.842,0.101,8,0.253,-3.287,129.979,0.185,4,0.948,,,,,,,,,,,,,,,,,,,,,,,,
Tu Infame Engaño,Los Temerarios,71,199813,0.553,1.27E-05,8,0.0681,-7.118,92.969,0.0229,4,0.582,,,,,,,,,,,,,,,,,,,,,,,,
You Can't Hurry Love - 2016 Remaster,Phil Collins,77,175747,0.936,0,7,0.0679,-4.593,97.527,0.0308,4,0.62,,,,,,,,,,,,,,,,,,,,,,,,
DE LA P*TA,Gino Mella,66,188572,0.807,0,10,0.563,-3.855,106.891,0.0708,4,0.807,,,,,,,,,,,,,,,,,,,,,,,,
STARS,¥$,77,115238,0.572,0.104,0,0.118,-8.27,125.955,0.0437,4,0.586,,,,,,,,,,,,,,,,,,,,,,,,
Nadie Va A Pensar En Ti Mejor Que Yo,Conjunto Rienda Real,67,172018,0.695,7.03E-05,2,0.226,-5.553,119.86,0.0341,4,0.77,,,,,,,,,,,,,,,,,,,,,,,,
MILLIE WALKY,bambi,65,134026,0.668,7.28E-06,11,0.0999,-6.7,76.971,0.14,4,0.762,,,,,,,,,,,,,,,,,,,,,,,,
RUBICON,Peso Pluma,80,238447,0.816,3.64E-06,5,0.326,-7.284,139.959,0.0406,3,0.758,,,,,,,,,,,,,,,,,,,,,,,,
perayaan mati rasa,Umay Shahab,73,285811,0.318,0.00023,3,0.136,-11.351,147.242,0.0306,4,0.36,,,,,,,,,,,,,,,,,,,,,,,,
Good Riddance (Time of Your Life),Green Day,79,153467,0.432,0,7,0.161,-7.844,94.605,0.0302,4,0.475,,,,,,,,,,,,,,,,,,,,,,,,
Call Out My Name,The Weeknd,85,228373,0.593,0,1,0.307,-4.954,134.165,0.0356,3,0.461,,,,,,,,,,,,,,,,,,,,,,,,
Pa-umaga,Al James,72,189019,0.299,0.00201,0,0.0952,-17.179,130.038,0.0752,4,0.911,,,,,,,,,,,,,,,,,,,,,,,,
說好不哭,Jay Chou,64,220693,0.363,0,10,0.0784,-11.214,75.986,0.0301,4,0.547,,,,,,,,,,,,,,,,,,,,,,,,
You’re Losing Me (From The Vault),Taylor Swift,83,277832,0.396,0.00319,0,0.121,-13.712,102.969,0.057,4,0.744,,,,,,,,,,,,,,,,,,,,,,,,
Himmel Leer,SANTOS,70,182823,0.65,0,10,0.0992,-3.985,170.076,0.109,4,0.643,,,,,,,,,,,,,,,,,,,,,,,,
XTC,Driess,37,143077,0.591,0.0227,5,0.0997,-7.839,130.037,0.0519,4,0.829,,,,,,,,,,,,,,,,,,,,,,,,
Igualito a Mi Apá,Fuerza Regida,80,166821,0.812,0,4,0.0564,-3.272,144.908,0.0854,4,0.758,,,,,,,,,,,,,,,,,,,,,,,,
Sleep While I Drive (feat. Ashe),Quinn XCII,45,204933,0.768,7.28E-06,5,0.116,-6.46,127.927,0.04,4,0.716,,,,,,,,,,,,,,,,,,,,,,,,
Det Modsatte,Mumle,64,201864,0.581,0,11,0.0866,-5.544,118.059,0.106,4,0.764,,,,,,,,,,,,,,,,,,,,,,,,
Leão,Xamã,57,195692,0.457,0,4,0.152,-4.957,130.026,0.0468,4,0.685,,,,,,,,,,,,,,,,,,,,,,,,
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,79,176702,0.607,0,1,0.0864,-8.417,129.938,0.132,4,0.728,,,,,,,,,,,,,,,,,,,,,,,,
X6 (feat. BIA),Sfera Ebbasta,46,174216,0.496,1.57E-06,5,0.0754,-8.364,120.039,0.0783,4,0.908,,,,,,,,,,,,,,,,,,,,,,,,
Cowgirls (feat. ERNEST),Morgan Wallen,83,181621,0.779,8.62E-06,8,0.165,-3.777,172.037,0.0361,4,0.621,,,,,,,,,,,,,,,,,,,,,,,,
INTENÇÃO,MC Cabelinho,67,226785,0.694,0,9,0.11,-5.669,113.343,0.121,3,0.806,,,,,,,,,,,,,,,,,,,,,,,,
Um Minuto Para O Fim Do Mundo,CPM 22,68,198000,0.973,0,0,0.155,-2.802,126.722,0.049,4,0.408,,,,,,,,,,,,,,,,,,,,,,,,
Dans un verre,Werenoi,64,177619,0.652,0,0,0.112,-4.958,143.999,0.0568,4,0.689,,,,,,,,,,,,,,,,,,,,,,,,
Diabla,Hades66,68,62675,0.413,0,5,0.0884,-11.622,157.043,0.084,4,0.686,,,,,,,,,,,,,,,,,,,,,,,,
Tu és + Águas Purificadoras - Ao vivo,fhop music,74,476736,0.612,0,2,0.866,-7.111,141.881,0.0326,4,0.411,,,,,,,,,,,,,,,,,,,,,,,,
Yuck,Charli XCX,62,138800,0.675,1.51E-06,1,0.0703,-5.687,100.939,0.0402,4,0.765,,,,,,,,,,,,,,,,,,,,,,,,
Not You,Alan Walker,72,153719,0.264,1.71E-05,5,0.103,-8.955,129.791,0.0365,4,0.573,,,,,,,,,,,,,,,,,,,,,,,,
Wasa Wasa,Ryan Castro,71,145532,0.523,0.000128,7,0.149,-4.463,93.992,0.0998,4,0.853,,,,,,,,,,,,,,,,,,,,,,,,
Around Me (feat. Don Toliver),Metro Boomin,78,191520,0.669,0.0137,2,0.513,-3.447,119.986,0.0394,4,0.695,,,,,,,,,,,,,,,,,,,,,,,,
Me & U,Tems,79,192936,0.662,0.0648,10,0.0928,-7.755,112.014,0.0408,4,0.775,,,,,,,,,,,,,,,,,,,,,,,,
Single,Dei V,73,178182,0.7,0,8,0.107,-4.232,101.948,0.258,4,0.497,,,,,,,,,,,,,,,,,,,,,,,,
Coração na Geladeira 2,Mc Kevin,72,144000,0.662,0,11,0.0736,-5.46,89.858,0.108,4,0.622,,,,,,,,,,,,,,,,,,,,,,,,
J'aime Bien!,Josman,68,192000,0.572,0,6,0.0879,-7.5,119.975,0.0437,4,0.88,,,,,,,,,,,,,,,,,,,,,,,,
lowkey,NIKI,76,171356,0.494,0,0,0.0869,-8.18,117.901,0.056,4,0.752,,,,,,,,,,,,,,,,,,,,,,,,
Cold Little Heart - Radio Edit,Michael Kiwanuka,75,210300,0.58,0.000353,7,0.436,-6.208,110.264,0.0278,4,0.629,,,,,,,,,,,,,,,,,,,,,,,,
Overdrive (feat. Norma Jean Martine),Ofenbach,87,155905,0.757,0,6,0.058,-3.546,126.963,0.03,4,0.611,,,,,,,,,,,,,,,,,,,,,,,,
wherever u r (ft. V of BTS),UMI,76,153035,0.434,3.01E-06,8,0.109,-9.178,104.846,0.0558,3,0.642,,,,,,,,,,,,,,,,,,,,,,,,
Wirang,Guyon Waton,71,294291,0.624,0.000345,5,0.0792,-9.421,133.992,0.0295,4,0.618,,,,,,,,,,,,,,,,,,,,,,,,
Twist And Shout - Remastered 2009,The Beatles,79,155227,0.849,7.74E-06,2,0.0414,-9.198,124.631,0.0452,4,0.482,,,,,,,,,,,,,,,,,,,,,,,,
amor de verano,MARLENA,64,176667,0.779,1.61E-05,11,0.36,-5.964,126.008,0.0809,4,0.747,,,,,,,,,,,,,,,,,,,,,,,,
Paradise,Coldplay,85,278719,0.585,8.75E-05,5,0.0833,-6.761,139.631,0.0268,4,0.449,,,,,,,,,,,,,,,,,,,,,,,,
Human,Rag'n'Bone Man,81,200187,0.707,0,9,0.165,-4.097,75.087,0.302,4,0.602,,,,,,,,,,,,,,,,,,,,,,,,
A Cerveja Abre Sozinha - Ao Vivo,Murilo Huff,81,147989,0.869,0,8,0.669,-4.332,127.001,0.0543,4,0.737,,,,,,,,,,,,,,,,,,,,,,,,
Story of My Life,One Direction,84,245493,0.663,0,3,0.119,-5.802,121.07,0.0477,4,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Mega a Cura Antidepressiva,DJ Wesley Gonzaga,71,140308,0.48,0.000102,6,0.368,-4.286,102.001,0.0898,3,0.497,,,,,,,,,,,,,,,,,,,,,,,,
Your Song,Elton John,81,241787,0.315,5.52E-06,3,0.101,-11.028,128.187,0.0299,4,0.552,,,,,,,,,,,,,,,,,,,,,,,,
Intro,Josman,68,147720,0.636,0,8,0.0717,-6.529,144.953,0.281,4,0.755,,,,,,,,,,,,,,,,,,,,,,,,
A Boa Parte - Ao Vivo,fhop music,67,350275,0.631,0,4,0.446,-7.261,143.957,0.0347,4,0.447,,,,,,,,,,,,,,,,,,,,,,,,
8 ASLE,Sukha,75,161000,0.684,0,10,0.18,-6.113,100.042,0.148,4,0.769,,,,,,,,,,,,,,,,,,,,,,,,
ECHT - Techno Mix,NOISETIME,68,124327,0.928,0,6,0.337,-4.45,170.04,0.378,4,0.364,,,,,,,,,,,,,,,,,,,,,,,,
My Kind of Woman,Mac DeMarco,82,190846,0.765,0.49,6,0.184,-7.063,91.771,0.0281,4,0.501,,,,,,,,,,,,,,,,,,,,,,,,
Brillan,Hades66,68,120000,0.472,0,5,0.164,-6.831,91.84,0.0779,4,0.668,,,,,,,,,,,,,,,,,,,,,,,,
Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),Turma do Pagode,65,216818,0.712,0,9,0.933,-6.781,88,0.0609,4,0.68,,,,,,,,,,,,,,,,,,,,,,,,
Só os Loucos Sabem,Charlie Brown Jr.,72,210493,0.396,0,7,0.0991,-8.18,192.178,0.0395,4,0.39,,,,,,,,,,,,,,,,,,,,,,,,
Push Up - Main Edit,Creeds,83,139300,0.83,0.836,7,0.0582,-8.78,75.023,0.206,4,0.767,,,,,,,,,,,,,,,,,,,,,,,,
Comme d'hab,Jul,66,203275,0.734,0,6,0.0968,-6.105,128.976,0.0684,4,0.923,,,,,,,,,,,,,,,,,,,,,,,,
La Mujer Que Soñe,Los Temerarios,74,184667,0.46,2.55E-06,1,0.11,-11.343,144.656,0.0291,4,0.549,,,,,,,,,,,,,,,,,,,,,,,,
First Class,Jack Harlow,79,173948,0.582,3.18E-06,5,0.111,-5.902,107.005,0.109,4,0.902,,,,,,,,,,,,,,,,,,,,,,,,
watch,Billie Eilish,80,177523,0.599,0.00198,0,0.103,-8.985,165.212,0.225,4,0.441,,,,,,,,,,,,,,,,,,,,,,,,
Walking On Sunshine,Katrina & The Waves,79,238733,0.87,0.166,10,0.0678,-11.97,109.901,0.0371,4,0.597,,,,,,,,,,,,,,,,,,,,,,,,
B.A.D.,Denise Julia,72,170078,0.66,0,4,0.457,-7.272,127.064,0.0869,4,0.767,,,,,,,,,,,,,,,,,,,,,,,,
NINA,Nina Chuba,73,144974,0.76,0,9,0.166,-5.92,132.958,0.0674,4,0.799,,,,,,,,,,,,,,,,,,,,,,,,
Luz do Luar,Mc Tato,71,184615,0.754,0,3,0.0963,-2.505,130.128,0.0298,4,0.627,,,,,,,,,,,,,,,,,,,,,,,,
"Vida Loka, Pt. 1",Racionais MC's,71,303560,0.592,0,4,0.79,-8.557,82.38,0.39,4,0.569,,,,,,,,,,,,,,,,,,,,,,,,
Hasi - Male Version,Ami Mishra,73,272669,0.58,0,6,0.0577,-5.946,147.93,0.0339,4,0.283,,,,,,,,,,,,,,,,,,,,,,,,
Akhiyaan Milavanga,Arijit Singh,27,302319,0.603,4.05E-06,3,0.0677,-5.882,193.488,0.11,4,0.326,,,,,,,,,,,,,,,,,,,,,,,,
Caso Sem Nome - Ao Vivo,Simone Mendes,68,186110,0.818,0,6,0.934,-2.795,147.877,0.0436,4,0.646,,,,,,,,,,,,,,,,,,,,,,,,
Cinta Dalam Hati,Ungu,63,283360,0.58,6.47E-05,2,0.218,-5.323,136.125,0.0306,4,0.366,,,,,,,,,,,,,,,,,,,,,,,,
Bailando por Ahi,Juan Magán,68,180453,0.732,2.22E-06,4,0.262,-5.167,129.974,0.051,4,0.73,,,,,,,,,,,,,,,,,,,,,,,,
if u think i'm pretty,Artemas,81,128206,0.622,0.0209,8,0.402,-5.771,143.533,0.0593,4,0.535,,,,,,,,,,,,,,,,,,,,,,,,
Deixa Eu Amar Você,Fernando & Sorocaba,69,191834,0.869,0,10,0.952,-4.838,175.866,0.0609,4,0.569,,,,,,,,,,,,,,,,,,,,,,,,
buenos aires,TINI,72,203114,0.787,0,4,0.243,-4.586,111.933,0.027,4,0.643,,,,,,,,,,,,,,,,,,,,,,,,
"EVERYDAY (feat. Shiva, ANNA, Geolier)",Takagi & Ketra,74,190189,0.516,0,1,0.127,-6.77,78.038,0.1,4,0.748,,,,,,,,,,,,,,,,,,,,,,,,
La kiffance,Naps,65,179427,0.637,0,6,0.071,-6.515,140.045,0.0869,4,0.805,,,,,,,,,,,,,,,,,,,,,,,,
Ghosts,A L E X,44,140266,0.312,0.952,1,0.107,-15.294,80.007,0.13,4,0.702,,,,,,,,,,,,,,,,,,,,,,,,
Só Mais Um Copo,Mc IG,71,145920,0.558,0,3,0.175,-6.057,83.147,0.332,5,0.674,,,,,,,,,,,,,,,,,,,,,,,,
La Santa,Bad Bunny,81,206420,0.868,0,1,0.0822,-4.524,93.037,0.047,4,0.744,,,,,,,,,,,,,,,,,,,,,,,,
Las Avispas,Juan Luis Guerra 4.40,70,197333,0.944,7.91E-06,4,0.0642,-2.758,130.082,0.0532,4,0.814,,,,,,,,,,,,,,,,,,,,,,,,
Sensacion Del Bloque,De La Ghetto,77,182187,0.726,0,7,0.301,-7.129,92.006,0.0411,4,0.709,,,,,,,,,,,,,,,,,,,,,,,,
I'm a mess,MY FIRST STORY,70,251333,0.946,0,6,0.289,-3.721,130.059,0.11,4,0.485,,,,,,,,,,,,,,,,,,,,,,,,
Seven (feat. Latto) (Explicit Ver.),Jung Kook,86,183551,0.831,0,11,0.0797,-4.185,124.987,0.044,4,0.79,,,,,,,,,,,,,,,,,,,,,,,,
fukumean,Gunna,86,125040,0.622,0,1,0.285,-6.747,130.001,0.0903,4,0.847,,,,,,,,,,,,,,,,,,,,,,,,
Photograph,Ed Sheeran,65,258987,0.379,0.000464,4,0.0986,-10.48,107.989,0.0476,4,0.614,,,,,,,,,,,,,,,,,,,,,,,,
VUOTO DENTRO (feat. Mara Sattei & Bresh),Sick Luke,51,212181,0.721,0,1,0.181,-4.846,140.014,0.0664,4,0.657,,,,,,,,,,,,,,,,,,,,,,,,
Umrumda Değil,UZI,65,185458,0.677,0,6,0.0853,-5.824,104.957,0.106,4,0.711,,,,,,,,,,,,,,,,,,,,,,,,
Never Be Lonely,Jax Jones,75,134570,0.785,0.00224,3,0.0567,-4.08,131.988,0.0339,4,0.731,,,,,,,,,,,,,,,,,,,,,,,,
intro (end of the world),Ariana Grande,90,92400,0.362,0,10,0.176,-9.48,84.726,0.0416,4,0.506,,,,,,,,,,,,,,,,,,,,,,,,
SOLDI A CASA (feat. Ghali),Simba La Rue,67,132309,0.57,0,6,0.114,-6.432,126.885,0.379,4,0.692,,,,,,,,,,,,,,,,,,,,,,,,
Citadelle,Merveille,70,165728,0.495,5.10E-06,0,0.428,-7.204,126.699,0.296,4,0.581,,,,,,,,,,,,,,,,,,,,,,,,
Usai,Tiara Andini,76,217200,0.36,2.51E-05,7,0.0914,-8.99,109.236,0.0269,4,0.461,,,,,,,,,,,,,,,,,,,,,,,,
MTG - VINGANÇA,DJ FKU,74,75692,0.985,0.888,0,0.281,-1.568,129.996,0.0588,4,0.789,,,,,,,,,,,,,,,,,,,,,,,,
Ajab Si,KK,71,241668,0.438,0,8,0.293,-8.411,117.954,0.0289,4,0.697,,,,,,,,,,,,,,,,,,,,,,,,
When I Was Your Man,Bruno Mars,87,213827,0.28,0,0,0.088,-8.648,72.795,0.0434,4,0.612,,,,,,,,,,,,,,,,,,,,,,,,
Hey Mor,Ozuna,82,196600,0.589,0.000237,1,0.0992,-6.713,98.002,0.289,4,0.901,,,,,,,,,,,,,,,,,,,,,,,,
Sweater Weather,The Neighbourhood,89,240400,0.807,0.0177,10,0.101,-2.81,124.053,0.0336,4,0.612,,,,,,,,,,,,,,,,,,,,,,,,
Bling-Bang-Bang-Born,Creepy Nuts,89,168136,0.822,0.00985,6,0.166,-6.836,157.013,0.246,4,0.853,,,,,,,,,,,,,,,,,,,,,,,,
Hell’s Greatest Dad,Andrew Underberg,80,133718,0.827,0,7,0.233,-4.583,120.07,0.187,4,0.679,,,,,,,,,,,,,,,,,,,,,,,,
LATTE (feat. Maria Becerra),The Academy: Segunda Misión,75,260534,0.545,3.38E-06,6,0.379,-6.12,82.104,0.153,4,0.756,,,,,,,,,,,,,,,,,,,,,,,,
Akhir Tak Bahagia,Misellia,71,185653,0.217,1.56E-05,1,0.105,-10.603,131.981,0.0318,4,0.535,,,,,,,,,,,,,,,,,,,,,,,,
imgonnagetyouback,Taylor Swift,69,222072,0.391,0,9,0.252,-9.471,110.007,0.0633,4,0.784,,,,,,,,,,,,,,,,,,,,,,,,
Samjho Na,Aditya Rikhari,71,172408,0.328,0.0002,0,0.128,-12.535,98.923,0.231,4,0.744,,,,,,,,,,,,,,,,,,,,,,,,
Asing,Juicy Luicy,67,193036,0.275,0,10,0.155,-10.286,173.88,0.0456,4,0.53,,,,,,,,,,,,,,,,,,,,,,,,
Holy Ghost,Omah Lay,74,186154,0.415,0.0316,5,0.128,-10.845,113.976,0.0637,4,0.823,,,,,,,,,,,,,,,,,,,,,,,,
Can't Tell Me Nothing,Kanye West,81,271600,0.62,0,5,0.82,-6.133,79.928,0.042,4,0.587,,,,,,,,,,,,,,,,,,,,,,,,
Bling Bling,Grupo Marca Registrada,76,162649,0.484,0,5,0.138,-8.501,97.398,0.052,4,0.725,,,,,,,,,,,,,,,,,,,,,,,,
Sempe,L.A.X,68,171429,0.703,0.0216,9,0.112,-7.651,195.864,0.273,4,0.699,,,,,,,,,,,,,,,,,,,,,,,,
Eu Gosto Assim - Ao Vivo,Gustavo Mioto,72,148800,0.909,0,0,0.719,-3.685,154.189,0.0439,4,0.636,,,,,,,,,,,,,,,,,,,,,,,,
Pareja Del Año,Sebastian Yatra,76,195333,0.611,0,4,0.0949,-5.094,79.971,0.0519,4,0.715,,,,,,,,,,,,,,,,,,,,,,,,
MAMIII,Becky G,80,226093,0.703,0,4,0.138,-3.554,94.048,0.0657,4,0.836,,,,,,,,,,,,,,,,,,,,,,,,
Vermedin,Umut Timur,64,220507,0.628,0,10,0.049,-5.58,101.987,0.0782,4,0.857,,,,,,,,,,,,,,,,,,,,,,,,
Poesia Acústica #2: Sobre Nós,Delacruz,71,471768,0.641,0,8,0.183,-9.841,93.805,0.188,4,0.613,,,,,,,,,,,,,,,,,,,,,,,,
Animal I Have Become,Three Days Grace,78,231400,0.853,0,8,0.126,-3.668,122.023,0.0339,4,0.553,,,,,,,,,,,,,,,,,,,,,,,,
"Pal Pal Dil Ke Paas - Title Track - From ""Pal Pal Dil Ke Paas""",Arijit Singh,24,254516,0.512,0,1,0.056,-7.185,123.99,0.0333,4,0.566,,,,,,,,,,,,,,,,,,,,,,,,
Baarish,Mohammed Irfan,67,374938,0.447,0,7,0.2,-7.895,127.395,0.0356,4,0.443,,,,,,,,,,,,,,,,,,,,,,,,
TRUCK BED,HARDY,78,167535,0.77,0,0,0.35,-4.887,132.057,0.0367,4,0.662,,,,,,,,,,,,,,,,,,,,,,,,
I Wait for You,alex_g_offline,76,158105,0.304,0.00579,7,0.119,-14.389,122.636,0.036,4,0.594,,,,,,,,,,,,,,,,,,,,,,,,
Kiss It Better,Rihanna,80,253080,0.806,0,3,0.0672,-4.8,95.028,0.0488,4,0.616,,,,,,,,,,,,,,,,,,,,,,,,
A Sky Full of Stars,Coldplay,85,267867,0.675,0.00197,6,0.209,-6.474,124.97,0.0279,4,0.545,,,,,,,,,,,,,,,,,,,,,,,,
LA PEOPLE II,Peso Pluma,88,141064,0.704,1.12E-06,1,0.0956,-5.04,131.997,0.0695,3,0.717,,,,,,,,,,,,,,,,,,,,,,,,
לילות וקללות,Omer Adam,65,204447,0.35,0,11,0.238,-8.325,171.473,0.0361,3,0.372,,,,,,,,,,,,,,,,,,,,,,,,
Summertime Sadness,Lana Del Rey,76,264773,0.647,0,1,0.121,-6.815,111.96,0.0335,4,0.566,,,,,,,,,,,,,,,,,,,,,,,,
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,87,319192,0.729,0,2,0.384,-4.495,146.009,0.055,4,0.636,,,,,,,,,,,,,,,,,,,,,,,,
